ABBOTTSFIELD|53.5740503|-113.3890287
ALBANY|53.6303366|-113.548966
ALBERTA_AVENUE|53.5688018|-113.4869614
ALBERTA_PARK_INDUSTRIAL|53.56580030000001|-113.5977311
ALDERGROVE|53.5163472|-113.6423951
ALLARD|53.4002211|-113.5269779
ALLENDALE|53.5017899|-113.5062765
AMBLESIDE|53.4311909|-113.6046729
ANTHONY_HENDAY|53.5304796|-113.6588067
ANTHONY_HENDAY_BIG_LAKE|53.5304796|-113.6588067
ANTHONY_HENDAY_CASTLEDOWNS|53.5304796|-113.6588067
ANTHONY_HENDAY_CLAREVIEW|53.5304796|-113.6588067
ANTHONY_HENDAY_ENERGY_PARK|53.6511876|-113.4263315
ANTHONY_HENDAY_HORSE_HILL|53.6565101|-113.3436017
ANTHONY_HENDAY_LAKE_DISTRICT|53.5364133|-113.6560451
ANTHONY_HENDAY_MISTATIM|53.6082049|-113.6158419
ANTHONY_HENDAY_RAMPART|53.5304796|-113.6588067
ANTHONY_HENDAY_SOUTH|53.4315021|-113.5483855
ANTHONY_HENDAY_SOUTH_EAST|53.4315021|-113.5483855
ANTHONY_HENDAY_SOUTH_WEST|53.4791977|-113.6556615
ANTHONY_HENDAY_TERWILLEGAR|53.44249809999999|-113.5984887
ARGYLL|53.5028084|-113.4600408
ARMSTRONG_INDUSTRIAL|53.5664624|-113.6220105
ASPEN_GARDENS|53.4766191|-113.5446932
ASTER|53.5461245|-113.4938229
ATHLONE|53.5870365|-113.5508616
AVONMORE|53.5100946|-113.4525096
BALWIN|53.5883082|-113.4550754
BANNERMAN|53.6023235|-113.3804052
BARANOW|53.6064782|-113.5366457
BATURYN|53.6308514|-113.5055967
BEACON_HEIGHTS|53.5739841|-113.406664
BEARSPAW|53.4430154|-113.4999748
BEAUMARIS|53.6171426|-113.5025792
BELGRAVIA|53.5105215|-113.5331028
BELLEVUE|53.5657563|-113.4464073
BELLE_RIVE|53.6229248|-113.4747164
BELMEAD|53.5260088|-113.644146
BELMONT|53.5950067|-113.3950254
BELVEDERE|53.59404499999999|-113.4342975
BERGMAN|53.5788078|-113.411035
BEVERLY_HEIGHTS|53.56592699999999|-113.4040836
BISSET|53.4579312|-113.4005396
BLACKBURNE|53.42934229999999|-113.4969677
BLACKMUD_CREEK|53.4204136|-113.5123913
BLACKMUD_CREEK_RAVINE|53.4473277|-113.5239175
BLUE_QUILL|53.4573777|-113.5271719
BLUE_QUILL_ESTATES|53.4581135|-113.5408061
BONAVENTURE_INDUSTRIAL|53.5877496|-113.5680798
BONNIE_DOON|53.5245468|-113.4656286
BOYLE_STREET|53.5470516|-113.4813558
BRANDER_GARDENS|53.4949569|-113.5802972
BRECKENRIDGE_GREENS|53.5160728|-113.6847355
BRINTNELL|53.6223998|-113.4080387
BRITANNIA_YOUNGSTOWN|53.5455947|-113.6052865
BROOKSIDE|53.4918021|-113.5679741
BROWN_INDUSTRIAL|53.58249920000001|-113.5692027
BULYEA_HEIGHTS|53.4748905|-113.5667097
CAERNARVON|53.6121805|-113.5264592
CALDER|53.5887658|-113.528779
CALGARY_TRAIL_NORTH|53.4909751|-113.4929051
CALGARY_TRAIL_SOUTH|53.4692162|-113.4943418
CALLAGHAN|53.4090802|-113.5256225
CALLINGWOOD_NORTH|53.5092211|-113.6216846
CALLINGWOOD_SOUTH|53.5003484|-113.6230238
CAMERON_HEIGHTS|53.47288589999999|-113.6345251
CANON_RIDGE|53.57973459999999|-113.3788398
CANORA|53.5457171|-113.5841098
CANOSSA|53.63560289999999|-113.5241349
